name,path,versionBucket,kind,extension,size,sizeLabel,importCandidate,status,localPath,rawUrl,githubUrl,featureTags
FrENzY32Misc.bas,40-50/modules/frenzy3/FrENzY32Misc.bas,AOL 4.0-5.0,Visual Basic module,.bas,84104,82 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/frenzy3/FrENzY32Misc.bas,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/frenzy3/FrENzY32Misc.bas,source/tutorial; all-in-one/prog suite
FrENzY32v3.bas,40-50/modules/frenzy3/FrENzY32v3.bas,AOL 4.0-5.0,Visual Basic module,.bas,101891,100 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/frenzy3/FrENzY32v3.bas,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/frenzy3/FrENzY32v3.bas,source/tutorial; all-in-one/prog suite
DFX.htm,40-50/modules/frenzy32/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/frenzy32/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/frenzy32/DFX.htm,source/tutorial; all-in-one/prog suite
FrENzY32_Main.bas,40-50/modules/frenzy32/FrENzY32_Main.bas,AOL 4.0-5.0,Visual Basic module,.bas,95963,94 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/frenzy32/FrENzY32_Main.bas,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/frenzy32/FrENzY32_Main.bas,source/tutorial; all-in-one/prog suite
FrENzY32_Misc.bas,40-50/modules/frenzy32/FrENzY32_Misc.bas,AOL 4.0-5.0,Visual Basic module,.bas,63406,62 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/frenzy32/FrENzY32_Misc.bas,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/frenzy32/FrENzY32_Misc.bas,source/tutorial; all-in-one/prog suite
DFX.htm,40-50/modules/getchat/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/getchat/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/getchat/DFX.htm,room/chat; source/tutorial; all-in-one/prog suite
GetChat.bas,40-50/modules/getchat/GetChat.bas,AOL 4.0-5.0,Visual Basic module,.bas,8492,8.3 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/getchat/GetChat.bas,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/getchat/GetChat.bas,room/chat; source/tutorial; all-in-one/prog suite
DFX.htm,40-50/modules/gmansultra/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/gmansultra/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/gmansultra/DFX.htm,source/tutorial; all-in-one/prog suite
GmansUltra.bas,40-50/modules/gmansultra/GmansUltra.bas,AOL 4.0-5.0,Visual Basic module,.bas,70083,68 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/gmansultra/GmansUltra.bas,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/gmansultra/GmansUltra.bas,source/tutorial; all-in-one/prog suite
DFX.htm,40-50/modules/gob/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/gob/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/gob/DFX.htm,source/tutorial; all-in-one/prog suite
G°b▌ deminsions.Bas,40-50/modules/gob/G°b▌ deminsions.Bas,AOL 4.0-5.0,Visual Basic module,.bas,11615,11 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/gob/G%C2%B0b%E2%96%8C%20deminsions.Bas,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/gob/G%C2%B0b%E2%96%8C%20deminsions.Bas,source/tutorial; all-in-one/prog suite
DFX.htm,40-50/modules/gta32/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/gta32/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/gta32/DFX.htm,source/tutorial; all-in-one/prog suite
gta32.bas,40-50/modules/gta32/gta32.bas,AOL 4.0-5.0,Visual Basic module,.bas,36912,36 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/gta32/gta32.bas,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/gta32/gta32.bas,source/tutorial; all-in-one/prog suite
DFX.htm,40-50/modules/h2k/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/h2k/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/h2k/DFX.htm,source/tutorial; all-in-one/prog suite
h2k_hf.hf,40-50/modules/h2k/h2k_hf.hf,AOL 4.0-5.0,source module,.hf,104136,102 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/h2k/h2k_hf.hf,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/h2k/h2k_hf.hf,source/tutorial; all-in-one/prog suite
Hound2000 Help.exe,40-50/modules/h2k/Hound2000 Help.exe,AOL 4.0-5.0,source module,.exe,300544,294 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/h2k/Hound2000%20Help.exe,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/h2k/Hound2000%20Help.exe,source/tutorial; all-in-one/prog suite
Hound2000.Bas,40-50/modules/h2k/Hound2000.Bas,AOL 4.0-5.0,Visual Basic module,.bas,169689,166 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/h2k/Hound2000.Bas,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/h2k/Hound2000.Bas,source/tutorial; all-in-one/prog suite
readme.txt,40-50/modules/h2k/readme.txt,AOL 4.0-5.0,text/readme file,.txt,1565,1.5 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/h2k/readme.txt,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/h2k/readme.txt,source/tutorial; all-in-one/prog suite
URL.txt,40-50/modules/h2k/URL.txt,AOL 4.0-5.0,text/readme file,.txt,44,44 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/h2k/URL.txt,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/h2k/URL.txt,source/tutorial; all-in-one/prog suite
DFX.htm,40-50/modules/har02/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/har02/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/har02/DFX.htm,source/tutorial; all-in-one/prog suite
HAR02.BAS,40-50/modules/har02/HAR02.BAS,AOL 4.0-5.0,Visual Basic module,.bas,64273,63 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/har02/HAR02.BAS,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/har02/HAR02.BAS,source/tutorial; all-in-one/prog suite
DFX.htm,40-50/modules/heeello/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/heeello/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/heeello/DFX.htm,source/tutorial; all-in-one/prog suite
HeeeLLLoo.bas,40-50/modules/heeello/HeeeLLLoo.bas,AOL 4.0-5.0,Visual Basic module,.bas,32759,32 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/heeello/HeeeLLLoo.bas,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/heeello/HeeeLLLoo.bas,source/tutorial; all-in-one/prog suite
DFX.htm,40-50/modules/hiderfinal/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/hiderfinal/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/hiderfinal/DFX.htm,source/tutorial; all-in-one/prog suite
Hider.bas,40-50/modules/hiderfinal/Hider.bas,AOL 4.0-5.0,Visual Basic module,.bas,52940,52 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/hiderfinal/Hider.bas,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/hiderfinal/Hider.bas,source/tutorial; all-in-one/prog suite
DFX.htm,40-50/modules/inferno/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/inferno/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/inferno/DFX.htm,source/tutorial; all-in-one/prog suite
INFERNO.bas,40-50/modules/inferno/INFERNO.bas,AOL 4.0-5.0,Visual Basic module,.bas,195421,191 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/inferno/INFERNO.bas,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/inferno/INFERNO.bas,source/tutorial; all-in-one/prog suite
DFX.htm,40-50/modules/itze/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/itze/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/itze/DFX.htm,source/tutorial; all-in-one/prog suite
ItZeD.bas,40-50/modules/itze/ItZeD.bas,AOL 4.0-5.0,Visual Basic module,.bas,21632,21 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/itze/ItZeD.bas,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/itze/ItZeD.bas,source/tutorial; all-in-one/prog suite
DFX.htm,40-50/modules/izekia11/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/izekia11/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/izekia11/DFX.htm,source/tutorial; all-in-one/prog suite
i z e k i a l 3 2.bas,40-50/modules/izekia11/i z e k i a l 3 2.bas,AOL 4.0-5.0,Visual Basic module,.bas,439444,429 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/izekia11/i%20z%20e%20k%20i%20a%20l%203%202.bas,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/izekia11/i%20z%20e%20k%20i%20a%20l%203%202.bas,source/tutorial; all-in-one/prog suite
izekial322.zip,40-50/modules/izekia11/izekial322.zip,AOL 4.0-5.0,source archive,.zip,297181,290 KB,yes,ready,files/external/raw-githubusercontent-com/izekial322-44ebf908.zip,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/izekia11/izekial322.zip,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/izekia11/izekial322.zip,source/tutorial; all-in-one/prog suite
DFX.htm,40-50/modules/jaguar32/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/jaguar32/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/jaguar32/DFX.htm,source/tutorial; all-in-one/prog suite
Jaguar32.bas,40-50/modules/jaguar32/Jaguar32.bas,AOL 4.0-5.0,Visual Basic module,.bas,157921,154 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/jaguar32/Jaguar32.bas,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/jaguar32/Jaguar32.bas,source/tutorial; all-in-one/prog suite
DFX.htm,40-50/modules/jinxout99/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/jinxout99/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/jinxout99/DFX.htm,source/tutorial; all-in-one/prog suite
JinXouT99.bas,40-50/modules/jinxout99/JinXouT99.bas,AOL 4.0-5.0,Visual Basic module,.bas,194635,190 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/jinxout99/JinXouT99.bas,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/jinxout99/JinXouT99.bas,source/tutorial; all-in-one/prog suite
JinXout99.txt,40-50/modules/jinxout99/JinXout99.txt,AOL 4.0-5.0,text/readme file,.txt,440,440 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/jinxout99/JinXout99.txt,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/jinxout99/JinXout99.txt,source/tutorial; all-in-one/prog suite
DFX.htm,40-50/modules/jmr32_aol5/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/jmr32_aol5/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/jmr32_aol5/DFX.htm,source/tutorial; all-in-one/prog suite
JMR32_AOL5.bas,40-50/modules/jmr32_aol5/JMR32_AOL5.bas,AOL 4.0-5.0,Visual Basic module,.bas,27931,27 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/jmr32_aol5/JMR32_AOL5.bas,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/jmr32_aol5/JMR32_AOL5.bas,source/tutorial; all-in-one/prog suite
ReadorDie.txt,40-50/modules/jmr32_aol5/ReadorDie.txt,AOL 4.0-5.0,text/readme file,.txt,855,855 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/jmr32_aol5/ReadorDie.txt,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/jmr32_aol5/ReadorDie.txt,source/tutorial; all-in-one/prog suite
DFX.htm,40-50/modules/jmr32/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/jmr32/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/jmr32/DFX.htm,source/tutorial; all-in-one/prog suite
JMR32.bas,40-50/modules/jmr32/JMR32.bas,AOL 4.0-5.0,Visual Basic module,.bas,18274,18 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/jmr32/JMR32.bas,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/jmr32/JMR32.bas,source/tutorial; all-in-one/prog suite
JMR32.exe,40-50/modules/jmr32/JMR32.exe,AOL 4.0-5.0,source module,.exe,14336,14 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/jmr32/JMR32.exe,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/jmr32/JMR32.exe,source/tutorial; all-in-one/prog suite
JMR32.jpg,40-50/modules/jmr32/JMR32.jpg,AOL 4.0-5.0,source module,.jpg,93226,91 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/jmr32/JMR32.jpg,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/jmr32/JMR32.jpg,source/tutorial; all-in-one/prog suite
JMR32Bas.HC,40-50/modules/jmr32/JMR32Bas.HC,AOL 4.0-5.0,source module,.hc,2175,2.1 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/jmr32/JMR32Bas.HC,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/jmr32/JMR32Bas.HC,source/tutorial; all-in-one/prog suite
DFX.htm,40-50/modules/jolt232/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/jolt232/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/jolt232/DFX.htm,source/tutorial; all-in-one/prog suite
jolt232.bas,40-50/modules/jolt232/jolt232.bas,AOL 4.0-5.0,Visual Basic module,.bas,37702,37 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/jolt232/jolt232.bas,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/jolt232/jolt232.bas,source/tutorial; all-in-one/prog suite
DFX.htm,40-50/modules/juggal/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/juggal/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/juggal/DFX.htm,source/tutorial; all-in-one/prog suite
juggalo32.bas,40-50/modules/juggal/juggalo32.bas,AOL 4.0-5.0,Visual Basic module,.bas,243261,238 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/juggal/juggalo32.bas,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/juggal/juggalo32.bas,source/tutorial; all-in-one/prog suite
DFX.htm,40-50/modules/keeb232/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/keeb232/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/keeb232/DFX.htm,source/tutorial; all-in-one/prog suite
KEEB232.BAS,40-50/modules/keeb232/KEEB232.BAS,AOL 4.0-5.0,Visual Basic module,.bas,81244,79 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/keeb232/KEEB232.BAS,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/keeb232/KEEB232.BAS,source/tutorial; all-in-one/prog suite
DFX.htm,40-50/modules/kewl32/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/kewl32/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/kewl32/DFX.htm,source/tutorial; all-in-one/prog suite
kEwL32.bas,40-50/modules/kewl32/kEwL32.bas,AOL 4.0-5.0,Visual Basic module,.bas,18980,19 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/kewl32/kEwL32.bas,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/kewl32/kEwL32.bas,source/tutorial; all-in-one/prog suite
DFX.htm,40-50/modules/killa32/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/killa32/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/killa32/DFX.htm,source/tutorial; all-in-one/prog suite
killa32.bas,40-50/modules/killa32/killa32.bas,AOL 4.0-5.0,Visual Basic module,.bas,70348,69 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/killa32/killa32.bas,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/killa32/killa32.bas,source/tutorial; all-in-one/prog suite
DFX.htm,40-50/modules/kin2000/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/kin2000/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/kin2000/DFX.htm,source/tutorial; all-in-one/prog suite
KiN2000.bas,40-50/modules/kin2000/KiN2000.bas,AOL 4.0-5.0,Visual Basic module,.bas,528908,517 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/kin2000/KiN2000.bas,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/kin2000/KiN2000.bas,source/tutorial; all-in-one/prog suite
DFX.htm,40-50/modules/kinger2000/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/kinger2000/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/kinger2000/DFX.htm,source/tutorial; all-in-one/prog suite
Kinger2000.bas,40-50/modules/kinger2000/Kinger2000.bas,AOL 4.0-5.0,Visual Basic module,.bas,76182,74 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/kinger2000/Kinger2000.bas,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/kinger2000/Kinger2000.bas,source/tutorial; all-in-one/prog suite
KingEr2000.txt,40-50/modules/kinger2000/KingEr2000.txt,AOL 4.0-5.0,text/readme file,.txt,847,847 B,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/kinger2000/KingEr2000.txt,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/kinger2000/KingEr2000.txt,source/tutorial; all-in-one/prog suite
DFX.htm,40-50/modules/koa2/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/koa2/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/koa2/DFX.htm,source/tutorial; all-in-one/prog suite
KoA2.bas,40-50/modules/koa2/KoA2.bas,AOL 4.0-5.0,Visual Basic module,.bas,57339,56 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/koa2/KoA2.bas,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/koa2/KoA2.bas,source/tutorial; all-in-one/prog suite
DFX.htm,40-50/modules/Kronosv1/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3839,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/Kronosv1/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/Kronosv1/DFX.htm,source/tutorial; all-in-one/prog suite
Kronosv1.bas,40-50/modules/Kronosv1/Kronosv1.bas,AOL 4.0-5.0,Visual Basic module,.bas,118808,116 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/Kronosv1/Kronosv1.bas,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/Kronosv1/Kronosv1.bas,source/tutorial; all-in-one/prog suite
DFX.htm,40-50/modules/limp/DFX.htm,AOL 4.0-5.0,text/readme file,.htm,3822,3.7 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/limp/DFX.htm,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/limp/DFX.htm,source/tutorial; all-in-one/prog suite
LimP.bas,40-50/modules/limp/LimP.bas,AOL 4.0-5.0,Visual Basic module,.bas,52741,52 KB,no,linked,,https://raw.githubusercontent.com/ssstonebraker/aolunderground-proggies/main/programming/vb/aol/40-50/modules/limp/LimP.bas,https://github.com/ssstonebraker/aolunderground-proggies/blob/main/programming/vb/aol/40-50/modules/limp/LimP.bas,source/tutorial; all-in-one/prog suite
